task_id,task_number,task_type,graph_name,run_idx,raw_answer,parsed_answer,expected_metric_values,expected_top_3,predicted_metric_values,predicted_top_3,metric_accuracy,ranking_accuracy,overall_correct
graph_5_T4_mean_depth,4,T4_mean_depth,graph_5,2,"{""metric_values"": {""bath_room_1"": 4.8947, ""bath_room_2"": 4.8947, ""bed_room_1"": 4.8947, ""bed_room_2"": 4.8947, ""bed_room_3"": 4.8947, ""bed_room_4"": 4.8947, ""dining_room_1"": 3.5263, ""dining_room_2"": 3.5263, ""front_porch_1"": 3.9474, ""front_porch_2"": 3.9474, ""hall_1"": 3.9474, ""hall_2"": 3.9474, ""kitchen_1"": 4.7895, ""kitchen_2"": 4.7895, ""landing"": 3.8421, ""living_room_1"": 3.2105, ""living_room_2"": 3.2105, ""service_porch_1"": 5.7368, ""service_porch_2"": 5.7368, ""stair"": 3.1053}, ""top_3_lowest_mean_depth"": [""stair"", ""living_room_1"", ""living_room_2""]}","{""metric_values"": {""bath_room_1"": 4.8947, ""bath_room_2"": 4.8947, ""bed_room_1"": 4.8947, ""bed_room_2"": 4.8947, ""bed_room_3"": 4.8947, ""bed_room_4"": 4.8947, ""dining_room_1"": 3.5263, ""dining_room_2"": 3.5263, ""front_porch_1"": 3.9474, ""front_porch_2"": 3.9474, ""hall_1"": 3.9474, ""hall_2"": 3.9474, ""kitchen_1"": 4.7895, ""kitchen_2"": 4.7895, ""landing"": 3.8421, ""living_room_1"": 3.2105, ""living_room_2"": 3.2105, ""service_porch_1"": 5.7368, ""service_porch_2"": 5.7368, ""stair"": 3.1053}, ""top_3_lowest_mean_depth"": [""stair"", ""living_room_1"", ""living_room_2""]}","{""bath_room_1"": 4.8947, ""bath_room_2"": 4.8947, ""bed_room_1"": 4.8947, ""bed_room_2"": 4.8947, ""bed_room_3"": 4.8947, ""bed_room_4"": 4.8947, ""dining_room_1"": 3.5263, ""dining_room_2"": 3.5263, ""front_porch_1"": 3.9474, ""front_porch_2"": 3.9474, ""hall_1"": 3.9474, ""hall_2"": 3.9474, ""kitchen_1"": 4.7895, ""kitchen_2"": 4.7895, ""landing"": 3.8421, ""living_room_1"": 3.2105, ""living_room_2"": 3.2105, ""service_porch_1"": 5.7368, ""service_porch_2"": 5.7368, ""stair"": 3.1053}","[""stair"", ""living_room_1"", ""living_room_2""]","{""bath_room_1"": 4.8947, ""bath_room_2"": 4.8947, ""bed_room_1"": 4.8947, ""bed_room_2"": 4.8947, ""bed_room_3"": 4.8947, ""bed_room_4"": 4.8947, ""dining_room_1"": 3.5263, ""dining_room_2"": 3.5263, ""front_porch_1"": 3.9474, ""front_porch_2"": 3.9474, ""hall_1"": 3.9474, ""hall_2"": 3.9474, ""kitchen_1"": 4.7895, ""kitchen_2"": 4.7895, ""landing"": 3.8421, ""living_room_1"": 3.2105, ""living_room_2"": 3.2105, ""service_porch_1"": 5.7368, ""service_porch_2"": 5.7368, ""stair"": 3.1053}","[""stair"", ""living_room_1"", ""living_room_2""]",1.0,1.0,1
graph_5_T4_mean_depth,4,T4_mean_depth,graph_5,3,"{""metric_values"": {""bath_room_1"": 4.8947, ""bath_room_2"": 4.8947, ""bed_room_1"": 4.8947, ""bed_room_2"": 4.8947, ""bed_room_3"": 4.8947, ""bed_room_4"": 4.8947, ""dining_room_1"": 3.5263, ""dining_room_2"": 3.5263, ""front_porch_1"": 3.9474, ""front_porch_2"": 3.9474, ""hall_1"": 3.9474, ""hall_2"": 3.9474, ""kitchen_1"": 4.7895, ""kitchen_2"": 4.7895, ""landing"": 3.8421, ""living_room_1"": 3.2105, ""living_room_2"": 3.2105, ""service_porch_1"": 5.7368, ""service_porch_2"": 5.7368, ""stair"": 3.1053}, ""top_3_lowest_mean_depth"": [""stair"", ""living_room_1"", ""living_room_2""]}","{""metric_values"": {""bath_room_1"": 4.8947, ""bath_room_2"": 4.8947, ""bed_room_1"": 4.8947, ""bed_room_2"": 4.8947, ""bed_room_3"": 4.8947, ""bed_room_4"": 4.8947, ""dining_room_1"": 3.5263, ""dining_room_2"": 3.5263, ""front_porch_1"": 3.9474, ""front_porch_2"": 3.9474, ""hall_1"": 3.9474, ""hall_2"": 3.9474, ""kitchen_1"": 4.7895, ""kitchen_2"": 4.7895, ""landing"": 3.8421, ""living_room_1"": 3.2105, ""living_room_2"": 3.2105, ""service_porch_1"": 5.7368, ""service_porch_2"": 5.7368, ""stair"": 3.1053}, ""top_3_lowest_mean_depth"": [""stair"", ""living_room_1"", ""living_room_2""]}","{""bath_room_1"": 4.8947, ""bath_room_2"": 4.8947, ""bed_room_1"": 4.8947, ""bed_room_2"": 4.8947, ""bed_room_3"": 4.8947, ""bed_room_4"": 4.8947, ""dining_room_1"": 3.5263, ""dining_room_2"": 3.5263, ""front_porch_1"": 3.9474, ""front_porch_2"": 3.9474, ""hall_1"": 3.9474, ""hall_2"": 3.9474, ""kitchen_1"": 4.7895, ""kitchen_2"": 4.7895, ""landing"": 3.8421, ""living_room_1"": 3.2105, ""living_room_2"": 3.2105, ""service_porch_1"": 5.7368, ""service_porch_2"": 5.7368, ""stair"": 3.1053}","[""stair"", ""living_room_1"", ""living_room_2""]","{""bath_room_1"": 4.8947, ""bath_room_2"": 4.8947, ""bed_room_1"": 4.8947, ""bed_room_2"": 4.8947, ""bed_room_3"": 4.8947, ""bed_room_4"": 4.8947, ""dining_room_1"": 3.5263, ""dining_room_2"": 3.5263, ""front_porch_1"": 3.9474, ""front_porch_2"": 3.9474, ""hall_1"": 3.9474, ""hall_2"": 3.9474, ""kitchen_1"": 4.7895, ""kitchen_2"": 4.7895, ""landing"": 3.8421, ""living_room_1"": 3.2105, ""living_room_2"": 3.2105, ""service_porch_1"": 5.7368, ""service_porch_2"": 5.7368, ""stair"": 3.1053}","[""stair"", ""living_room_1"", ""living_room_2""]",1.0,1.0,1
graph_5_T4_mean_depth,4,T4_mean_depth,graph_5,4,"{""metric_values"": {""bath_room_1"": 4.8947, ""bath_room_2"": 4.8947, ""bed_room_1"": 4.8947, ""bed_room_2"": 4.8947, ""bed_room_3"": 4.8947, ""bed_room_4"": 4.8947, ""dining_room_1"": 3.5263, ""dining_room_2"": 3.5263, ""front_porch_1"": 3.9474, ""front_porch_2"": 3.9474, ""hall_1"": 3.9474, ""hall_2"": 3.9474, ""kitchen_1"": 4.7895, ""kitchen_2"": 4.7895, ""landing"": 3.8421, ""living_room_1"": 3.2105, ""living_room_2"": 3.2105, ""service_porch_1"": 5.7368, ""service_porch_2"": 5.7368, ""stair"": 3.1053}, ""top_3_lowest_mean_depth"": [""stair"", ""living_room_1"", ""living_room_2""]}","{""metric_values"": {""bath_room_1"": 4.8947, ""bath_room_2"": 4.8947, ""bed_room_1"": 4.8947, ""bed_room_2"": 4.8947, ""bed_room_3"": 4.8947, ""bed_room_4"": 4.8947, ""dining_room_1"": 3.5263, ""dining_room_2"": 3.5263, ""front_porch_1"": 3.9474, ""front_porch_2"": 3.9474, ""hall_1"": 3.9474, ""hall_2"": 3.9474, ""kitchen_1"": 4.7895, ""kitchen_2"": 4.7895, ""landing"": 3.8421, ""living_room_1"": 3.2105, ""living_room_2"": 3.2105, ""service_porch_1"": 5.7368, ""service_porch_2"": 5.7368, ""stair"": 3.1053}, ""top_3_lowest_mean_depth"": [""stair"", ""living_room_1"", ""living_room_2""]}","{""bath_room_1"": 4.8947, ""bath_room_2"": 4.8947, ""bed_room_1"": 4.8947, ""bed_room_2"": 4.8947, ""bed_room_3"": 4.8947, ""bed_room_4"": 4.8947, ""dining_room_1"": 3.5263, ""dining_room_2"": 3.5263, ""front_porch_1"": 3.9474, ""front_porch_2"": 3.9474, ""hall_1"": 3.9474, ""hall_2"": 3.9474, ""kitchen_1"": 4.7895, ""kitchen_2"": 4.7895, ""landing"": 3.8421, ""living_room_1"": 3.2105, ""living_room_2"": 3.2105, ""service_porch_1"": 5.7368, ""service_porch_2"": 5.7368, ""stair"": 3.1053}","[""stair"", ""living_room_1"", ""living_room_2""]","{""bath_room_1"": 4.8947, ""bath_room_2"": 4.8947, ""bed_room_1"": 4.8947, ""bed_room_2"": 4.8947, ""bed_room_3"": 4.8947, ""bed_room_4"": 4.8947, ""dining_room_1"": 3.5263, ""dining_room_2"": 3.5263, ""front_porch_1"": 3.9474, ""front_porch_2"": 3.9474, ""hall_1"": 3.9474, ""hall_2"": 3.9474, ""kitchen_1"": 4.7895, ""kitchen_2"": 4.7895, ""landing"": 3.8421, ""living_room_1"": 3.2105, ""living_room_2"": 3.2105, ""service_porch_1"": 5.7368, ""service_porch_2"": 5.7368, ""stair"": 3.1053}","[""stair"", ""living_room_1"", ""living_room_2""]",1.0,1.0,1
graph_5_T4_mean_depth,4,T4_mean_depth,graph_5,5,"{""metric_values"": {""bath_room_1"": 4.8947, ""bath_room_2"": 4.8947, ""bed_room_1"": 4.8947, ""bed_room_2"": 4.8947, ""bed_room_3"": 4.8947, ""bed_room_4"": 4.8947, ""dining_room_1"": 3.5263, ""dining_room_2"": 3.5263, ""front_porch_1"": 3.9474, ""front_porch_2"": 3.9474, ""hall_1"": 3.9474, ""hall_2"": 3.9474, ""kitchen_1"": 4.7895, ""kitchen_2"": 4.7895, ""landing"": 3.8421, ""living_room_1"": 3.2105, ""living_room_2"": 3.2105, ""service_porch_1"": 5.7368, ""service_porch_2"": 5.7368, ""stair"": 3.1053}, ""top_3_lowest_mean_depth"": [""stair"", ""living_room_1"", ""living_room_2""]}","{""metric_values"": {""bath_room_1"": 4.8947, ""bath_room_2"": 4.8947, ""bed_room_1"": 4.8947, ""bed_room_2"": 4.8947, ""bed_room_3"": 4.8947, ""bed_room_4"": 4.8947, ""dining_room_1"": 3.5263, ""dining_room_2"": 3.5263, ""front_porch_1"": 3.9474, ""front_porch_2"": 3.9474, ""hall_1"": 3.9474, ""hall_2"": 3.9474, ""kitchen_1"": 4.7895, ""kitchen_2"": 4.7895, ""landing"": 3.8421, ""living_room_1"": 3.2105, ""living_room_2"": 3.2105, ""service_porch_1"": 5.7368, ""service_porch_2"": 5.7368, ""stair"": 3.1053}, ""top_3_lowest_mean_depth"": [""stair"", ""living_room_1"", ""living_room_2""]}","{""bath_room_1"": 4.8947, ""bath_room_2"": 4.8947, ""bed_room_1"": 4.8947, ""bed_room_2"": 4.8947, ""bed_room_3"": 4.8947, ""bed_room_4"": 4.8947, ""dining_room_1"": 3.5263, ""dining_room_2"": 3.5263, ""front_porch_1"": 3.9474, ""front_porch_2"": 3.9474, ""hall_1"": 3.9474, ""hall_2"": 3.9474, ""kitchen_1"": 4.7895, ""kitchen_2"": 4.7895, ""landing"": 3.8421, ""living_room_1"": 3.2105, ""living_room_2"": 3.2105, ""service_porch_1"": 5.7368, ""service_porch_2"": 5.7368, ""stair"": 3.1053}","[""stair"", ""living_room_1"", ""living_room_2""]","{""bath_room_1"": 4.8947, ""bath_room_2"": 4.8947, ""bed_room_1"": 4.8947, ""bed_room_2"": 4.8947, ""bed_room_3"": 4.8947, ""bed_room_4"": 4.8947, ""dining_room_1"": 3.5263, ""dining_room_2"": 3.5263, ""front_porch_1"": 3.9474, ""front_porch_2"": 3.9474, ""hall_1"": 3.9474, ""hall_2"": 3.9474, ""kitchen_1"": 4.7895, ""kitchen_2"": 4.7895, ""landing"": 3.8421, ""living_room_1"": 3.2105, ""living_room_2"": 3.2105, ""service_porch_1"": 5.7368, ""service_porch_2"": 5.7368, ""stair"": 3.1053}","[""stair"", ""living_room_1"", ""living_room_2""]",1.0,1.0,1
graph_5_T5_choice,5,T5_choice,graph_5,1,"{""metric_values"": {""bath_room_1"": 0.0, ""bath_room_2"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""bed_room_3"": 0.0, ""bed_room_4"": 0.0, ""dining_room_1"": 78.0, ""dining_room_2"": 78.0, ""front_porch_1"": 6.6667, ""front_porch_2"": 6.6667, ""hall_1"": 79.0, ""hall_2"": 79.0, ""kitchen_1"": 18.0, ""kitchen_2"": 18.0, ""landing"": 12.6667, ""living_room_1"": 87.1667, ""living_room_2"": 87.1667, ""service_porch_1"": 0.0, ""service_porch_2"": 0.0, ""stair"": 82.6667}, ""top_3_highest_choice"": [""living_room_1"", ""living_room_2"", ""stair""]}","{""metric_values"": {""bath_room_1"": 0.0, ""bath_room_2"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""bed_room_3"": 0.0, ""bed_room_4"": 0.0, ""dining_room_1"": 78.0, ""dining_room_2"": 78.0, ""front_porch_1"": 6.6667, ""front_porch_2"": 6.6667, ""hall_1"": 79.0, ""hall_2"": 79.0, ""kitchen_1"": 18.0, ""kitchen_2"": 18.0, ""landing"": 12.6667, ""living_room_1"": 87.1667, ""living_room_2"": 87.1667, ""service_porch_1"": 0.0, ""service_porch_2"": 0.0, ""stair"": 82.6667}, ""top_3_highest_choice"": [""living_room_1"", ""living_room_2"", ""stair""]}","{""bath_room_1"": 0.0, ""bath_room_2"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""bed_room_3"": 0.0, ""bed_room_4"": 0.0, ""dining_room_1"": 78.0, ""dining_room_2"": 78.0, ""front_porch_1"": 6.6667, ""front_porch_2"": 6.6667, ""hall_1"": 79.0, ""hall_2"": 79.0, ""kitchen_1"": 18.0, ""kitchen_2"": 18.0, ""landing"": 12.6667, ""living_room_1"": 87.1667, ""living_room_2"": 87.1667, ""service_porch_1"": 0.0, ""service_porch_2"": 0.0, ""stair"": 82.6667}","[""living_room_1"", ""living_room_2"", ""stair""]","{""bath_room_1"": 0.0, ""bath_room_2"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""bed_room_3"": 0.0, ""bed_room_4"": 0.0, ""dining_room_1"": 78.0, ""dining_room_2"": 78.0, ""front_porch_1"": 6.6667, ""front_porch_2"": 6.6667, ""hall_1"": 79.0, ""hall_2"": 79.0, ""kitchen_1"": 18.0, ""kitchen_2"": 18.0, ""landing"": 12.6667, ""living_room_1"": 87.1667, ""living_room_2"": 87.1667, ""service_porch_1"": 0.0, ""service_porch_2"": 0.0, ""stair"": 82.6667}","[""living_room_1"", ""living_room_2"", ""stair""]",1.0,1.0,1
graph_5_T5_choice,5,T5_choice,graph_5,2,"{""metric_values"": {""bath_room_1"": 0.0, ""bath_room_2"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""bed_room_3"": 0.0, ""bed_room_4"": 0.0, ""dining_room_1"": 78.0, ""dining_room_2"": 78.0, ""front_porch_1"": 6.6667, ""front_porch_2"": 6.6667, ""hall_1"": 79.0, ""hall_2"": 79.0, ""kitchen_1"": 18.0, ""kitchen_2"": 18.0, ""landing"": 12.6667, ""living_room_1"": 87.1667, ""living_room_2"": 87.1667, ""service_porch_1"": 0.0, ""service_porch_2"": 0.0, ""stair"": 82.6667}, ""top_3_highest_choice"": [""living_room_1"", ""living_room_2"", ""stair""]}","{""metric_values"": {""bath_room_1"": 0.0, ""bath_room_2"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""bed_room_3"": 0.0, ""bed_room_4"": 0.0, ""dining_room_1"": 78.0, ""dining_room_2"": 78.0, ""front_porch_1"": 6.6667, ""front_porch_2"": 6.6667, ""hall_1"": 79.0, ""hall_2"": 79.0, ""kitchen_1"": 18.0, ""kitchen_2"": 18.0, ""landing"": 12.6667, ""living_room_1"": 87.1667, ""living_room_2"": 87.1667, ""service_porch_1"": 0.0, ""service_porch_2"": 0.0, ""stair"": 82.6667}, ""top_3_highest_choice"": [""living_room_1"", ""living_room_2"", ""stair""]}","{""bath_room_1"": 0.0, ""bath_room_2"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""bed_room_3"": 0.0, ""bed_room_4"": 0.0, ""dining_room_1"": 78.0, ""dining_room_2"": 78.0, ""front_porch_1"": 6.6667, ""front_porch_2"": 6.6667, ""hall_1"": 79.0, ""hall_2"": 79.0, ""kitchen_1"": 18.0, ""kitchen_2"": 18.0, ""landing"": 12.6667, ""living_room_1"": 87.1667, ""living_room_2"": 87.1667, ""service_porch_1"": 0.0, ""service_porch_2"": 0.0, ""stair"": 82.6667}","[""living_room_1"", ""living_room_2"", ""stair""]","{""bath_room_1"": 0.0, ""bath_room_2"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""bed_room_3"": 0.0, ""bed_room_4"": 0.0, ""dining_room_1"": 78.0, ""dining_room_2"": 78.0, ""front_porch_1"": 6.6667, ""front_porch_2"": 6.6667, ""hall_1"": 79.0, ""hall_2"": 79.0, ""kitchen_1"": 18.0, ""kitchen_2"": 18.0, ""landing"": 12.6667, ""living_room_1"": 87.1667, ""living_room_2"": 87.1667, ""service_porch_1"": 0.0, ""service_porch_2"": 0.0, ""stair"": 82.6667}","[""living_room_1"", ""living_room_2"", ""stair""]",1.0,1.0,1
graph_5_T5_choice,5,T5_choice,graph_5,3,"{""metric_values"": {""bath_room_1"": 0.0, ""bath_room_2"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""bed_room_3"": 0.0, ""bed_room_4"": 0.0, ""dining_room_1"": 78.0, ""dining_room_2"": 78.0, ""front_porch_1"": 6.6667, ""front_porch_2"": 6.6667, ""hall_1"": 79.0, ""hall_2"": 79.0, ""kitchen_1"": 18.0, ""kitchen_2"": 18.0, ""landing"": 12.6667, ""living_room_1"": 87.1667, ""living_room_2"": 87.1667, ""service_porch_1"": 0.0, ""service_porch_2"": 0.0, ""stair"": 82.6667}, ""top_3_highest_choice"": [""living_room_1"", ""living_room_2"", ""stair""]}","{""metric_values"": {""bath_room_1"": 0.0, ""bath_room_2"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""bed_room_3"": 0.0, ""bed_room_4"": 0.0, ""dining_room_1"": 78.0, ""dining_room_2"": 78.0, ""front_porch_1"": 6.6667, ""front_porch_2"": 6.6667, ""hall_1"": 79.0, ""hall_2"": 79.0, ""kitchen_1"": 18.0, ""kitchen_2"": 18.0, ""landing"": 12.6667, ""living_room_1"": 87.1667, ""living_room_2"": 87.1667, ""service_porch_1"": 0.0, ""service_porch_2"": 0.0, ""stair"": 82.6667}, ""top_3_highest_choice"": [""living_room_1"", ""living_room_2"", ""stair""]}","{""bath_room_1"": 0.0, ""bath_room_2"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""bed_room_3"": 0.0, ""bed_room_4"": 0.0, ""dining_room_1"": 78.0, ""dining_room_2"": 78.0, ""front_porch_1"": 6.6667, ""front_porch_2"": 6.6667, ""hall_1"": 79.0, ""hall_2"": 79.0, ""kitchen_1"": 18.0, ""kitchen_2"": 18.0, ""landing"": 12.6667, ""living_room_1"": 87.1667, ""living_room_2"": 87.1667, ""service_porch_1"": 0.0, ""service_porch_2"": 0.0, ""stair"": 82.6667}","[""living_room_1"", ""living_room_2"", ""stair""]","{""bath_room_1"": 0.0, ""bath_room_2"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""bed_room_3"": 0.0, ""bed_room_4"": 0.0, ""dining_room_1"": 78.0, ""dining_room_2"": 78.0, ""front_porch_1"": 6.6667, ""front_porch_2"": 6.6667, ""hall_1"": 79.0, ""hall_2"": 79.0, ""kitchen_1"": 18.0, ""kitchen_2"": 18.0, ""landing"": 12.6667, ""living_room_1"": 87.1667, ""living_room_2"": 87.1667, ""service_porch_1"": 0.0, ""service_porch_2"": 0.0, ""stair"": 82.6667}","[""living_room_1"", ""living_room_2"", ""stair""]",1.0,1.0,1
graph_5_T5_choice,5,T5_choice,graph_5,4,"{""metric_values"": {""bath_room_1"": 0.0, ""bath_room_2"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""bed_room_3"": 0.0, ""bed_room_4"": 0.0, ""dining_room_1"": 78.0, ""dining_room_2"": 78.0, ""front_porch_1"": 6.6667, ""front_porch_2"": 6.6667, ""hall_1"": 79.0, ""hall_2"": 79.0, ""kitchen_1"": 18.0, ""kitchen_2"": 18.0, ""landing"": 12.6667, ""living_room_1"": 87.1667, ""living_room_2"": 87.1667, ""service_porch_1"": 0.0, ""service_porch_2"": 0.0, ""stair"": 82.6667}, ""top_3_highest_choice"": [""living_room_1"", ""living_room_2"", ""stair""]}","{""metric_values"": {""bath_room_1"": 0.0, ""bath_room_2"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""bed_room_3"": 0.0, ""bed_room_4"": 0.0, ""dining_room_1"": 78.0, ""dining_room_2"": 78.0, ""front_porch_1"": 6.6667, ""front_porch_2"": 6.6667, ""hall_1"": 79.0, ""hall_2"": 79.0, ""kitchen_1"": 18.0, ""kitchen_2"": 18.0, ""landing"": 12.6667, ""living_room_1"": 87.1667, ""living_room_2"": 87.1667, ""service_porch_1"": 0.0, ""service_porch_2"": 0.0, ""stair"": 82.6667}, ""top_3_highest_choice"": [""living_room_1"", ""living_room_2"", ""stair""]}","{""bath_room_1"": 0.0, ""bath_room_2"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""bed_room_3"": 0.0, ""bed_room_4"": 0.0, ""dining_room_1"": 78.0, ""dining_room_2"": 78.0, ""front_porch_1"": 6.6667, ""front_porch_2"": 6.6667, ""hall_1"": 79.0, ""hall_2"": 79.0, ""kitchen_1"": 18.0, ""kitchen_2"": 18.0, ""landing"": 12.6667, ""living_room_1"": 87.1667, ""living_room_2"": 87.1667, ""service_porch_1"": 0.0, ""service_porch_2"": 0.0, ""stair"": 82.6667}","[""living_room_1"", ""living_room_2"", ""stair""]","{""bath_room_1"": 0.0, ""bath_room_2"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""bed_room_3"": 0.0, ""bed_room_4"": 0.0, ""dining_room_1"": 78.0, ""dining_room_2"": 78.0, ""front_porch_1"": 6.6667, ""front_porch_2"": 6.6667, ""hall_1"": 79.0, ""hall_2"": 79.0, ""kitchen_1"": 18.0, ""kitchen_2"": 18.0, ""landing"": 12.6667, ""living_room_1"": 87.1667, ""living_room_2"": 87.1667, ""service_porch_1"": 0.0, ""service_porch_2"": 0.0, ""stair"": 82.6667}","[""living_room_1"", ""living_room_2"", ""stair""]",1.0,1.0,1
graph_5_T5_choice,5,T5_choice,graph_5,5,"{""metric_values"": {""bath_room_1"": 0.0, ""bath_room_2"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""bed_room_3"": 0.0, ""bed_room_4"": 0.0, ""dining_room_1"": 78.0, ""dining_room_2"": 78.0, ""front_porch_1"": 6.6667, ""front_porch_2"": 6.6667, ""hall_1"": 79.0, ""hall_2"": 79.0, ""kitchen_1"": 18.0, ""kitchen_2"": 18.0, ""landing"": 12.6667, ""living_room_1"": 87.1667, ""living_room_2"": 87.1667, ""service_porch_1"": 0.0, ""service_porch_2"": 0.0, ""stair"": 82.6667}, ""top_3_highest_choice"": [""living_room_1"", ""living_room_2"", ""stair""]}","{""metric_values"": {""bath_room_1"": 0.0, ""bath_room_2"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""bed_room_3"": 0.0, ""bed_room_4"": 0.0, ""dining_room_1"": 78.0, ""dining_room_2"": 78.0, ""front_porch_1"": 6.6667, ""front_porch_2"": 6.6667, ""hall_1"": 79.0, ""hall_2"": 79.0, ""kitchen_1"": 18.0, ""kitchen_2"": 18.0, ""landing"": 12.6667, ""living_room_1"": 87.1667, ""living_room_2"": 87.1667, ""service_porch_1"": 0.0, ""service_porch_2"": 0.0, ""stair"": 82.6667}, ""top_3_highest_choice"": [""living_room_1"", ""living_room_2"", ""stair""]}","{""bath_room_1"": 0.0, ""bath_room_2"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""bed_room_3"": 0.0, ""bed_room_4"": 0.0, ""dining_room_1"": 78.0, ""dining_room_2"": 78.0, ""front_porch_1"": 6.6667, ""front_porch_2"": 6.6667, ""hall_1"": 79.0, ""hall_2"": 79.0, ""kitchen_1"": 18.0, ""kitchen_2"": 18.0, ""landing"": 12.6667, ""living_room_1"": 87.1667, ""living_room_2"": 87.1667, ""service_porch_1"": 0.0, ""service_porch_2"": 0.0, ""stair"": 82.6667}","[""living_room_1"", ""living_room_2"", ""stair""]","{""bath_room_1"": 0.0, ""bath_room_2"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""bed_room_3"": 0.0, ""bed_room_4"": 0.0, ""dining_room_1"": 78.0, ""dining_room_2"": 78.0, ""front_porch_1"": 6.6667, ""front_porch_2"": 6.6667, ""hall_1"": 79.0, ""hall_2"": 79.0, ""kitchen_1"": 18.0, ""kitchen_2"": 18.0, ""landing"": 12.6667, ""living_room_1"": 87.1667, ""living_room_2"": 87.1667, ""service_porch_1"": 0.0, ""service_porch_2"": 0.0, ""stair"": 82.6667}","[""living_room_1"", ""living_room_2"", ""stair""]",1.0,1.0,1
